Name,Estado,Cidade,Segmento,Público Alvo,Modelo de Receita,Ano de Fundação,Tamanho,Mais Informação,Momento
Menu Tech,MA,SÃO LUÍS,Desenvolvimento de Software,B2B,Outros,2019,1-5,sbase.me/s/menu-tech,Ideação
Engetop Sistemas,MA,TIMON,Gestão,B2B2C,Outros,2019,1-5,sbase.me/s/engetop-sistemas,Ideação
Rockfy,PB,JOÃO PESSOA,Mobile,B2B2C,Marketplace,2018,1-5,sbase.me/s/rockfy,Ideação
Wanna Migrate,PB,JOÃO PESSOA,Outros,B2C,Marketplace,2014,6-10,sbase.me/s/wanna-migrate,Tração
ENM CONSULTORIA,PB,CAMPINA GRANDE,Big Data,B2B,Venda de dados,2018,1-5,sbase.me/s/enm-consultoria,Ideação
CENTRAL DE LAUDOS,PB,CAMPINA GRANDE,Saúde e Bem-estar,B2B,Marketplace,2013,1-5,sbase.me/s/central-de-laudos,Ideação
inQuality System,PB,JOÃO PESSOA,Construção Civil,B2B,SaaS,2018,1-5,sbase.me/s/inquality-system,Operação
CRAFTTO,PB,JOÃO PESSOA,E-commerce,B2B2C,Marketplace,2016,1-5,sbase.me/s/craftto,Operação
Apê Fácil,PB,JOÃO PESSOA,Imobiliário,B2B,SaaS,2017,6-10,sbase.me/s/ape-facil,Operação
Indie Cine,PB,CAJAZEIRAS,Entretenimento,B2C,Marketplace,2014,6-10,sbase.me/s/indie-cine,Operação
Maxwel Imóveis,PB,CAMPINA GRANDE,Imobiliário,B2B2C,Marketplace,2017,1-5,sbase.me/s/maxwel-imoveis,Ideação
Agencia Way TI,PB,CAMPINA GRANDE,E-commerce,B2B,Outros,2017,6-10,sbase.me/s/agencia-way-ti,Tração
Avati Aceleradora,PB,CAMPINA GRANDE,TIC e Telecom,B2B2C,Outros,2018,1-5,sbase.me/s/avati-aceleradora-1586438813786,Tração
Fitzy,PB,JOÃO PESSOA,Saúde e Bem-estar,B2B2C,Marketplace,2019,1-5,sbase.me/s/fitzy,Ideação
Chama Moto,PB,JOÃO PESSOA,Logística e Mobilidade Urbana,B2B2C,Outros,2019,1-5,sbase.me/s/chama-moto,Tração
Rede Patas,PB,JOÃO PESSOA,Pets,B2B2C,Outros,2019,1-5,sbase.me/s/rede-patas,Ideação
ACTME,PB,CAMPINA GRANDE,Desenvolvimento de Software,B2B2C,SaaS,2019,1-5,sbase.me/s/actme,Operação
UniStay,PB,JOÃO PESSOA,Advertising,B2C,Marketplace,(Não informado),1-5,sbase.me/s/unistay,Operação
Arqueio,PB,NOVA FLORESTA,Construção Civil,B2B,SaaS,2019,1-5,sbase.me/s/arqueio,Ideação
oferecer.com.br,PB,JOÃO PESSOA,Construção Civil,B2B2C,Marketplace,2018,6-10,sbase.me/s/oferecercombr,Operação
YpControl - Eficiência Financeira,PB,JOÃO PESSOA,Finanças,B2B,SaaS,(Não informado),6-10,sbase.me/s/ypcontrol-eficiencia-financeira,Tração
Wiit.live,PB,JOÃO PESSOA,Educação,B2B2C,Marketplace,(Não informado),6-10,sbase.me/s/wiitlive,Tração
YupiPlay,PB,JOÃO PESSOA,Educação,B2C,Outros,(Não informado),6-10,sbase.me/s/yupiplay,Operação
Shashiteja,PB,JOÃO PESSOA,TIC e Telecom,B2B,Marketplace,2014,51-100,sbase.me/s/shashiteja,Ideação
Assista Tecnologia,PB,CAMPINA GRANDE,Comunicação e Mídia,B2B,Licenciamento,2015,6-10,sbase.me/s/assista-tecnologia,Tração
Be.Labs Aceleradora,PB,JOÃO PESSOA,Outros,B2S,Outros,2018,6-10,sbase.me/s/belabs-aceleradora,Tração
Argus Tecnologia,PB,CAMPINA GRANDE,Mobile,S/N,SaaS,2015,6-10,sbase.me/s/argus-tecnologia,Tração
Showkase,PB,CAMPINA GRANDE,Varejo / Atacado,B2B,SaaS,2013,6-10,sbase.me/s/showkase,Tração
Ni Digital Studio,PB,CAMPINA GRANDE,Desenvolvimento de Software,B2B,SaaS,(Não informado),6-10,sbase.me/s/ni-digital-studio,Operação
Achego,PB,JOÃO PESSOA,E-commerce,B2C,Marketplace,2014,6-10,sbase.me/s/achego,Operação
FarmaJá,PB,JOÃO PESSOA,Saúde e Bem-estar,B2B2C,E-commerce,2017,1-5,sbase.me/s/farma-ja,Ideação
Studying Labs,PB,CAMPINA GRANDE,Educação,B2C,Outros,2019,1-5,sbase.me/s/studying-labs,Ideação
MeuAP,PB,JOÃO PESSOA,Imobiliário,B2B2C,Marketplace,2019,1-5,sbase.me/s/meuap,Ideação
Heimdall,PB,JOÃO PESSOA,Segurança e Defesa,B2B2C,Outros,2015,1-5,sbase.me/s/heimdall,Ideação
Leasenergy,PB,CAMPINA GRANDE,Energia,B2C,Outros,2018,6-10,sbase.me/s/leasenergy,Operação
Xtream Tech,PB,CAMPINA GRANDE,Outros,S/N,S/N,(Não informado),21-50,sbase.me/s/xtream-tech,Tração
Tudosobrelotes,PB,JOÃO PESSOA,Outros,S/N,S/N,(Não informado),6-10,sbase.me/s/tudosobrelotes,Operação
Mvarandas,PB,JOÃO PESSOA,Produtos de Consumo,S/N,S/N,(Não informado),21-50,sbase.me/s/mvarandas,Tração
Cultiva Tech,PB,JOÃO PESSOA,Educação,S/N,S/N,(Não informado),6-10,sbase.me/s/cultiva-tech,Operação
INOVALAB UNIFACISA,PB,JOÃO PESSOA,Educação,B2B2C,Outros,2018,1-5,sbase.me/s/inovalab-unifacisa,Ideação
Sustentec,PB,JOÃO PESSOA,TIC e Telecom,B2B,Outros,2005,6-10,sbase.me/s/sustentec,Operação
Meraki,PB,JOÃO PESSOA,Saúde e Bem-estar,B2B2C,Outros,2016,6-10,sbase.me/s/meraki,Tração
PetRemoto,PB,JOÃO PESSOA,Pets,B2B2C,Hardware,2018,6-10,sbase.me/s/petremoto,Tração
Construa.me,PB,JOÃO PESSOA,Construção Civil,B2B2C,Outros,2018,1-5,sbase.me/s/construame,Ideação
Juristas,PB,CAMPINA GRANDE,Outros,S/N,S/N,2007,11-20,sbase.me/s/juristas,Operação
Vay pra onde?,AM,MANAUS,Entretenimento,S/N,S/N,2015,6-10,sbase.me/s/vay-pra-onde,Tração
Ouw,AM,MANAUS,Internet,B2C,E-commerce,2014,6-10,sbase.me/s/ouw,Tração
OFFNOW,AM,MANAUS,Vendas e Marketing,B2B2C,Consumer,2017,6-10,sbase.me/s/offnow,Tração
"Oscar, o arquiteto",AM,MANAUS,Advertising,B2B2C,Marketplace,2016,1-5,"sbase.me/s/oscar,-o-arquiteto",Ideação
Virtual Ambulante,AM,MANAUS,S/N,B2B,S/N,2015,1-5,sbase.me/s/virtual-ambulante,Ideação
DriveOn,AM,MANAUS,Logística e Mobilidade Urbana,B2B,SaaS,2017,6-10,sbase.me/s/driveon,Operação
Meryt,AM,MANAUS,Recursos Humanos,B2G,SaaS,2018,1-5,sbase.me/s/meryt,Operação
RESIDUUM,AM,MANAUS,Meio Ambiente,B2B,SaaS,2016,6-10,sbase.me/s/residuum,Tração
Un1ty,AM,MANAUS,Agronegócio,B2B,SaaS,2009,6-10,sbase.me/s/un1ty,Operação
LAB CRIATIVO,AM,MANAUS,Vendas e Marketing,B2B,Consumer,2012,6-10,sbase.me/s/lab-criativo,Operação
Onisafra,AM,MANAUS,Agronegócio,B2B2C,Marketplace,2016,6-10,sbase.me/s/onisafra,Tração
ALLtism,AM,MANAUS,Saúde e Bem-estar,B2B2C,SaaS,2019,6-10,sbase.me/s/alltism,Operação
eMercado,AM,MANAUS,Varejo / Atacado,B2C,Marketplace,2016,6-10,sbase.me/s/emercado,Operação
RISM - Rede Internacional de Saúde Mental,AM,MANAUS,Saúde e Bem-estar,B2B,Outros,2021,1-5,sbase.me/s/rism-rede-internacional-de-saude-mental,Operação
Hey Gas (Postos e Serviços),AM,MANAUS,Vendas e Marketing,B2B2C,SaaS,2019,1-5,sbase.me/s/hey-gas-postos-e-servicos-,Operação
ClickBarcos,AM,MANAUS,Eventos e Turismo,P2P,Marketplace,2020,1-5,sbase.me/s/clickbarcos,Operação
GAIA TECHNOLOGY,AM,MANAUS,Meio Ambiente,B2G,Outros,2020,1-5,sbase.me/s/gaia-technology,Ideação
NFC Smart Book,AM,MANAUS,Educação,B2B,Consumer,2016,1-5,sbase.me/s/nfc-smart-book,Operação
Lazuedu,AM,MANAUS,Educação,B2B2C,SaaS,2019,11-20,sbase.me/s/lazuedu,Operação
Ra Brasil Seminovos,AM,MANAUS,Vendas e Marketing,B2B2C,Marketplace,(Não informado),11-20,sbase.me/s/ra-brasil-seminovos,Ideação
Busca Óculos,AM,MANAUS,Saúde e Bem-estar,B2B2C,Marketplace,2018,1-5,sbase.me/s/busca-oculos,Ideação
Crowdbrasil,AM,MANAUS,Finanças,B2B,Marketplace,(Não informado),6-10,sbase.me/s/crowdbrasil,Operação
Trocados,AM,MANAUS,Varejo / Atacado,B2B2C,SaaS,2014,21-50,sbase.me/s/trocados,Tração
EuDireto,AM,MANAUS,Varejo / Atacado,B2B,Marketplace,2018,6-10,sbase.me/s/eudireto,Operação
Speed Now,AM,MANAUS,Transportes,B2C,Outros,2018,6-10,sbase.me/s/speed-now,Operação
PIG Bank,AM,MANAUS,Finanças,S/N,Consumer,(Não informado),6-10,sbase.me/s/pig-bank,Operação
Lumabyte Technologies,AM,MANAUS,Educação,B2B2C,Marketplace,2018,6-10,sbase.me/s/lumabyte-technologies,Operação
Cardume Coworking,AM,MANAUS,Outros,B2B2C,Outros,2014,6-10,sbase.me/s/cardume-coworking,Tração
Keep Smiling,AM,MANAUS,Entretenimento,B2B2C,SaaS,2017,6-10,sbase.me/s/keep-smiling,Operação
FEPS - Navegam,AM,MANAUS,E-commerce,B2B2C,E-commerce,2017,6-10,sbase.me/s/feps-navegam,Operação
Só Arquivos,AM,MANAUS,Indústria,B2B,SaaS,2008,6-10,sbase.me/s/so-arquivos,Operação
Indbeat,AM,MANAUS,E-commerce,S/N,S/N,2013,6-10,sbase.me/s/indbeat,Tração
PraQueRumo,AM,MANAUS,Eventos e Turismo,B2C,Consumer,2012,6-10,sbase.me/s/praquerumo,Operação
Anyee Tecnologia,AM,MANAUS,Internet,B2B2C,Marketplace,2017,1-5,sbase.me/s/anyee-tecnologia,Ideação
Broto Tecnologia Agrícola,AM,MANAUS,Agronegócio,B2B,Hardware,2016,6-10,sbase.me/s/broto-tecnologia-agricola,Operação
RBarcos,AM,MANAUS,Eventos e Turismo,P2P,Consumer,2017,6-10,sbase.me/s/rbarcos-1562849623297,Operação
Communy,AM,MANAUS,TIC e Telecom,B2B2C,SaaS,2018,6-10,sbase.me/s/communy,Tração
Ganhe na Tela,AM,MANAUS,Comunicação e Mídia,B2B,Consumer,2016,6-10,sbase.me/s/ganhe-na-tela,Tração
Teewa,AM,MANAUS,Varejo / Atacado,B2B2C,Consumer,(Não informado),1-5,sbase.me/s/teewa,Ideação
INOVAZUL,MS,PEDRO GOMES,Educação,S/N,S/N,(Não informado),6-10,sbase.me/s/inovazul,Operação
Soul,MS,CAMPO GRANDE,Vendas e Marketing,B2B,Outros,2018,1-5,sbase.me/s/soul,Ideação
Mapsta,MS,DOURADOS,Varejo / Atacado,B2B,SaaS,2017,1-5,sbase.me/s/mapsta,Ideação
olsys-pontus,MS,DOURADOS,Vendas e Marketing,B2B2C,Consumer,2016,6-10,sbase.me/s/olsys-pontus,Tração
DIETA DO CHEF,MS,CAMPO GRANDE,Casa e Família,B2C,Hardware,2013,6-10,sbase.me/s/dieta-do-chef,Operação
Indikko,MS,CAMPO GRANDE,Moda e Beleza,B2B2C,Marketplace,2017,6-10,sbase.me/s/indikko,Operação
iSuper,MS,CAMPO GRANDE,E-commerce,B2B2C,Marketplace,2017,1-5,sbase.me/s/isuper,Ideação
Dinneer,MS,CAMPO GRANDE,Vendas e Marketing,B2B2C,Marketplace,2015,6-10,sbase.me/s/dinneer,Tração
Influencer.Me,MS,CAMPO GRANDE,Advertising,B2B2C,Marketplace,2020,1-5,sbase.me/s/influencer-me,Operação
GamerApp,MS,CAMPO GRANDE,E-commerce,B2B2C,Marketplace,2020,1-5,sbase.me/s/gamerapp,Operação
Maestrus,MS,CAMPO GRANDE,Educação,B2B2C,SaaS,2014,11-20,sbase.me/s/maestrus,Tração
Guia de Tratamento,MS,DOURADOS,Saúde e Bem-estar,B2B2C,Outros,2019,1-5,sbase.me/s/guia-de-tratamento,Operação
Arcaffo.,MS,CAMPO GRANDE,Gestão,B2B,Outros,2017,6-10,sbase.me/s/arcaffo-,Tração
Agrointeli,MS,CAMPO GRANDE,Agronegócio,B2B,SaaS,2017,6-10,sbase.me/s/agrointeli-2,Operação
Agrointeli,MS,CAMPO GRANDE,Agronegócio,S/N,S/N,(Não informado),6-10,sbase.me/s/agrointeli,Operação
Efcaz,MS,CAMPO GRANDE,Indústria,B2B,SaaS,(Não informado),6-10,sbase.me/s/efcaz,Tração
Direto da Roça,MS,DOURADOS,Agronegócio,B2B,Marketplace,2018,6-10,sbase.me/s/direto-da-roca,Operação
CultGo,MS,CAMPO GRANDE,Advertising,B2B,Marketplace,2018,6-10,sbase.me/s/cultgo,Operação
Novaoito - Plataforma de loja virtual,MS,CAMPO GRANDE,E-commerce,B2B,SaaS,2015,6-10,sbase.me/s/novaoito-plataforma-de-loja-virtual,Operação
Reduza,MS,NOVA ANDRADINA,E-commerce,B2B2C,E-commerce,2015,6-10,sbase.me/s/reduza,Tração
Elo Concursos,MS,IVINHEMA,Educação,B2B2C,Consumer,(Não informado),6-10,sbase.me/s/elo-concursos,Tração
Automobi,MS,CAMPO GRANDE,Automobilismo,B2B,SaaS,2013,6-10,sbase.me/s/automobi,Tração
Jumbaí,MS,CAMPO GRANDE,Agronegócio,B2B,E-commerce,2012,6-10,sbase.me/s/jumbai,Tração
Agro Inteli,MS,CAMPO GRANDE,Advertising,B2C,Outros,2017,1-5,sbase.me/s/agro-inteli,Ideação
Kratos,MS,CAMPO GRANDE,Finanças,B2B,SaaS,2014,6-10,sbase.me/s/kratos,Tração
TechCampo,MS,COXIM,Agronegócio,S/N,Marketplace,2015,1-5,sbase.me/s/techcampo,Ideação
Ofertas de E-mail,PA,BELÉM,Varejo / Atacado,S/N,E-commerce,2012,6-10,sbase.me/s/ofertas-de-e-mail,Tração
Capital Caçambas,PA,BELÉM,Construção Civil,B2C,S/N,2010,6-10,sbase.me/s/capital-cacambas,Tração
Cloud5 Studios,PA,CASTANHAL,Games,B2B2C,Marketplace,2006,1-5,sbase.me/s/cloud5-studios,Ideação
edoo,PA,BELÉM,Saúde e Bem-estar,B2B2C,Venda de dados,2014,1-5,sbase.me/s/edoo,Ideação
Syntropy,PA,BELÉM,Varejo / Atacado,B2B2C,API,2017,6-10,sbase.me/s/syntropy,Tração
Mana Driver Tecnologia,PA,BELÉM,Automobilismo,B2C,Marketplace,2018,6-10,sbase.me/s/mana-driver-tecnologia,Operação
App Super,PA,BELÉM,Varejo / Atacado,B2C,Marketplace,1918,11-20,sbase.me/s/app-super,Ideação
Really Experience,PA,BELÉM,Educação,B2B2C,Outros,2017,21-50,sbase.me/s/really-experience,Tração
Sumé,PA,BELÉM,Recursos Humanos,B2B,Outros,2020,6-10,sbase.me/s/sume,Operação
Medbolso,PA,ALTAMIRA,Saúde e Bem-estar,B2B,SaaS,2018,6-10,sbase.me/s/medbolso,Operação
Neo Habitus,PA,BELÉM,Recursos Humanos,B2B2C,Outros,2016,1-5,sbase.me/s/neo-habitus,Operação
Hodiplast,PA,CASTANHAL,Produtos de Consumo,B2B2C,Consumer,2019,1-5,sbase.me/s/hodiplast,Ideação
DOBEM CONTABILIDADE,PA,BELÉM,Serviços Profissionais,B2B2C,Marketplace,2018,6-10,sbase.me/s/dobem-contabilidade,Operação
Lablivre,PA,BELÉM,Educação,B2C,Outros,2015,6-10,sbase.me/s/lablivre,Operação
Tech Amazon,PA,BELÉM,Energia,B2B2C,SaaS,2019,1-5,sbase.me/s/tech-amazon,Operação
Solude,PA,BELÉM,Serviços Profissionais,B2B2C,Licenciamento,(Não informado),6-10,sbase.me/s/solude,Operação
SAFO Apresenta,PA,BELÉM,Comunicação e Mídia,B2B,Outros,2018,6-10,sbase.me/s/safo-apresenta,Operação
Caton,PA,BELÉM,Comunicação e Mídia,B2B2C,Marketplace,2018,6-10,sbase.me/s/caton,Tração
Gero Obras,PA,BELÉM,Construção Civil,B2B,SaaS,(Não informado),6-10,sbase.me/s/gero-obras,Operação
Genie Pedidos,PA,BELÉM,Varejo / Atacado,B2B,SaaS,2016,6-10,sbase.me/s/genie-pedidos,Operação
Madtech,PA,CASTANHAL,Casa e Família,B2B2C,Consumer,2017,6-10,sbase.me/s/madtech,Operação
Rota Urbana,PA,ANANINDEUA,Logística e Mobilidade Urbana,S/N,S/N,2014,6-10,sbase.me/s/rota-urbana,Tração
Global Mentoring Group,PA,BELÉM,Educação,B2B2C,E-commerce,(Não informado),6-10,sbase.me/s/global-mentoring-group,Operação
Protodesign,PA,BELÉM,Comunicação e Mídia,B2B,Outros,1984,1-5,sbase.me/s/protodesign,Ideação
POSTI Comunicação e Gestão Contábil,PA,BELÉM,Cloud Computing,B2B,SaaS,2015,6-10,sbase.me/s/posti-comunicacao-e-gestao-contabil,Operação
BEM AGORA,TO,PALMAS,Saúde e Bem-estar,B2B2C,Marketplace,2017,6-10,sbase.me/s/bem-agora,Operação
Portal Mac,TO,PALMAS,Educação,S/N,S/N,(Não informado),6-10,sbase.me/s/portal-mac,Tração
TROVARE STARTUPS,TO,PALMAS,Outros,S/N,S/N,2017,6-10,sbase.me/s/trovare-startups,Tração
Acima da Média,TO,PALMAS,Educação,B2C,Marketplace,2015,6-10,sbase.me/s/acima-da-media,Tração
Tá Valendo,TO,ARAGUAÍNA,Saúde e Bem-estar,B2B,S/N,2015,6-10,sbase.me/s/ta-valendo,Tração
Projeto Matematicando,TO,PALMAS,Educação,B2G,Licenciamento,(Não informado),21-50,sbase.me/s/projeto-matematicando,Tração
Go! Smartcity,TO,PALMAS,Varejo / Atacado,B2B2C,Marketplace,2018,1-5,sbase.me/s/go-smartcity,Ideação
Neogyp,TO,ARAGUAÍNA,Construção Civil,B2B,Outros,2013,6-10,sbase.me/s/neogyp,Tração
Cleimes,TO,ARAGUAÍNA,Serviços Profissionais,B2C,Marketplace,2016,101-200,sbase.me/s/-cleimes,Tração
deTudo,TO,ARAGUAÍNA,E-commerce,B2B2C,Marketplace,2020,1-5,sbase.me/s/detudo,Tração
Blindi,TO,PALMAS,Direito,B2B,SaaS,2018,1-5,sbase.me/s/blindi,Operação
Pineapple Pay,TO,PALMAS,Produtos de Consumo,B2B2C,Marketplace,2016,6-10,sbase.me/s/pineapple-pay,Tração
Festou,TO,PARANÃ,Serviços Profissionais,B2B2C,Marketplace,2019,1-5,sbase.me/s/festou,Ideação
OxBov,TO,PALMAS,Agronegócio,B2B,API,2015,6-10,sbase.me/s/oxbov,Operação
Inteli BI,TO,PALMAS,Finanças,B2B,SaaS,2017,6-10,sbase.me/s/inteli-bi,Tração
Delivery Speed,TO,ARAGUAÍNA,Varejo / Atacado,B2C,SaaS,(Não informado),6-10,sbase.me/s/delivery-speed,Tração
REPCOM,TO,PALMAS,Indústria,B2B,SaaS,2015,6-10,sbase.me/s/repcom,Operação
VEEG,TO,PALMAS,TIC e Telecom,B2B2C,Marketplace,2017,6-10,sbase.me/s/veeg,Operação
Fazenda barra da prata 2,TO,PALMAS,Agronegócio,B2B,Outros,2009,6-10,sbase.me/s/fazenda-barra-da-prata-2,Operação
Partiuuu,TO,PALMAS,Eventos e Turismo,B2B,Marketplace,2014,6-10,sbase.me/s/partiuuu,Operação
BomApptite,TO,PALMAS,Outros,S/N,Outros,2014,1-5,sbase.me/s/bomapptite,Ideação
Dotsmart,TO,GURUPI,Finanças,B2B,Marketplace,2016,6-10,sbase.me/s/dotsmart,Tração
TONOLUCRO,TO,ARAGUAÍNA,Logística e Mobilidade Urbana,B2B2C,Marketplace,2015,101-200,sbase.me/s/tonolucro,Tração
Meu Corte,TO,ARAGUAÍNA,Moda e Beleza,B2B,SaaS,2016,6-10,sbase.me/s/meu-corte,Tração
Clube de Desconto,TO,PALMAS,Vendas e Marketing,B2B2C,Marketplace,2018,1-5,sbase.me/s/clube-de-desconto,Ideação
Versiculos,AL,BARRA DE SÃO MIGUEL,Entretenimento,B2C,Consumer,2018,1-5,sbase.me/s/versiculos,Ideação
Promobot,AL,MACEIÓ,Vendas e Marketing,B2C,Consumer,2016,6-10,sbase.me/s/promobot,Operação
LICIT MAIS BRASIL,AL,MACEIÓ,Outros,B2B,SaaS,2013,6-10,sbase.me/s/licit-mais-brasil,Tração
DigiPec,AL,ARAPIRACA,Agronegócio,B2C,SaaS,2018,6-10,sbase.me/s/digipec,Tração
VIVEIRO DIGITAL,AL,MACEIÓ,Agronegócio,S/N,S/N,(Não informado),6-10,sbase.me/s/viveiro-digital,Operação
4PIT,AL,MACEIÓ,S/N,S/N,S/N,(Não informado),6-10,sbase.me/s/4pit,Operação
Ashop,AL,CAMPESTRE,Produtos de Consumo,B2S,E-commerce,2017,6-10,sbase.me/s/ashop,Operação
Fonte de Preços,AL,MACEIÓ,Big Data,B2G,SaaS,2012,6-10,sbase.me/s/fonte-de-precos,Operação
Canelones Artesanais,AL,MACEIÓ,Produtos de Consumo,B2S,Consumer,2020,1-5,sbase.me/s/canelones-artesanais-,Operação
GameMall,AL,MACEIÓ,Varejo / Atacado,B2B,Outros,(Não informado),6-10,sbase.me/s/gamemall,Operação
iSitesWS,AL,MACEIÓ,Comunicação e Mídia,B2B2C,SaaS,2009,6-10,sbase.me/s/isitesws,Tração
WappCo,AL,MACEIÓ,Internet,B2B2C,SaaS,2017,6-10,sbase.me/s/wappco,Tração
Indesilife,AL,MACEIÓ,Advertising,B2B,Marketplace,1989,11-20,sbase.me/s/indesilife,Ideação
Partiu,AL,MACEIÓ,Entretenimento,B2B,Marketplace,2017,6-10,sbase.me/s/partiu-2,Operação
Hand Talk,AL,MACEIÓ,Outros,B2C,E-commerce,2012,6-10,sbase.me/s/hand-talk,Operação
PokerLAB,AL,MACEIÓ,Entretenimento,S/N,S/N,2013,1-5,sbase.me/s/pokerlab,Ideação
Trakto,AL,ARAPIRACA,Comunicação e Mídia,B2B,SaaS,2013,6-10,sbase.me/s/trakto,Operação
MeuTutor Soluções Educacionais,AL,ATALAIA,Educação,B2B,S/N,2012,6-10,sbase.me/s/meututor-solucoes-educacionais,Tração
ALT Systems Tecnologia,AL,MACEIÓ,Finanças,S/N,Outros,2013,6-10,sbase.me/s/alt-systems-tecnologia,Tração
ContatoWS,AL,MACEIÓ,Internet,B2B2C,SaaS,2015,6-10,sbase.me/s/contatows,Tração
Igabaritei,AL,MACEIÓ,Educação,B2B2C,SaaS,2014,6-10,sbase.me/s/igabaritei,Tração
Quanto Gastei,AL,MACEIÓ,Finanças,B2B2C,Venda de dados,2014,6-10,sbase.me/s/quanto-gastei,Tração
Arasystem,AL,MACEIÓ,Advertising,B2B,Marketplace,(Não informado),1-5,sbase.me/s/arasystem,Ideação
Thaeme Forest,RO,PORTO VELHO,Advertising,B2B,Marketplace,1992,6-10,sbase.me/s/thaeme-forest,Operação
MenuPrice,RO,JI-PARANÁ,Produtos de Consumo,S/N,S/N,(Não informado),101-200,sbase.me/s/menuprice,Tração
Encontraki,RO,JI-PARANÁ,Mobile,S/N,E-commerce,2015,1-5,sbase.me/s/encontraki,Ideação
Linno,RO,JI-PARANÁ,Comunicação e Mídia,B2B,S/N,2015,6-10,sbase.me/s/linno,Tração
J & S Pesquisas e Soluções,RO,PORTO VELHO,S/N,B2B,S/N,2014,1-5,sbase.me/s/j-and-s-pesquisas-e-solucoes,Ideação
RiskLife,RO,PORTO VELHO,Advertising,B2B,Marketplace,(Não informado),1-5,sbase.me/s/risklife,Ideação
Virtual Export,RO,PORTO VELHO,E-commerce,B2B,Marketplace,2019,1-5,sbase.me/s/virtual-export,Operação
Atender Bem Sempre-ABS,RO,PORTO VELHO,Serviços Profissionais,B2C,Licenciamento,2018,1-5,sbase.me/s/atender-bem-sempre-abs,Ideação
manda comigo,RO,PORTO VELHO,Logística e Mobilidade Urbana,P2P,Outros,2018,6-10,sbase.me/s/manda-comigo,Tração
Eficiencia Fiscal,RO,ESPIGÃO D'OESTE,Finanças,B2B,SaaS,2015,21-50,sbase.me/s/eficiencia-fiscal,Tração
TAMBAKI DIGITAL,RO,RIO CRESPO,Advertising,B2B,E-commerce,2018,1-5,sbase.me/s/tambaki-digital,Ideação
Tour Facil,RO,PORTO VELHO,Construção Civil,B2B2C,SaaS,2015,1-5,sbase.me/s/tour-facil,Tração
Nedu,RO,PORTO VELHO,Educação,B2B,SaaS,2020,1-5,sbase.me/s/nedu,Operação
HOPEAMAZON CONSULTORIA EM SUSTENTABILIDADE S. A.,RO,VILHENA,Meio Ambiente,B2B2C,Marketplace,2019,1-5,sbase.me/s/hopeamazon-consultoria-em-sustentabilidade-s-a,Ideação
Juris 4.0 - Comunicação Jurídica Digital,RO,JI-PARANÁ,Direito,B2B2C,Outros,2018,6-10,sbase.me/s/juris-4-0-comunicacao-juridica-digital,Operação
Intramédicos,RO,JI-PARANÁ,Saúde e Bem-estar,B2G,SaaS,2018,6-10,sbase.me/s/intramedicos,Operação
TrackCash,RO,PORTO VELHO,E-commerce,B2B,SaaS,2017,21-50,sbase.me/s/trackcash,Tração
CASAPÊ,RO,JI-PARANÁ,Imobiliário,B2B2C,Outros,2019,6-10,sbase.me/s/casape,Operação
AGENDAR HORA,RO,JI-PARANÁ,Moda e Beleza,B2B2C,SaaS,2018,6-10,sbase.me/s/agendar-hora,Operação
Santo Emprego,RO,PORTO VELHO,Recursos Humanos,B2B2C,SaaS,2018,6-10,sbase.me/s/santo-emprego,Operação
LMSOLUTIONS,AP,SANTANA,Serviços Profissionais,B2B2C,Venda de dados,2017,1-5,sbase.me/s/lmsolutions,Ideação
Cuco Blue,AP,MACAPÁ,E-commerce,B2C,E-commerce,2017,6-10,sbase.me/s/cuco-blue,Operação
PnA,AP,MACAPÁ,Comunicação e Mídia,B2B,Outros,1984,11-20,sbase.me/s/pna,Ideação
FISCONTECH FISCONTECH,AP,MACAPÁ,Desenvolvimento de Software,B2B2C,SaaS,(Não informado),1-5,sbase.me/s/fiscontech-fiscontech,Operação
CBK,AP,MACAPÁ,Educação,S/N,S/N,(Não informado),6-10,sbase.me/s/cbk,Tração
CARTAO DE DESCONTO UNICA EM SAUDE,AP,MACAPÁ,S/N,B2S,S/N,2015,6-10,sbase.me/s/cartao-de-desconto-unica-em-saude,Tração
Tributei,AP,MACAPÁ,Finanças,B2B,SaaS,2019,6-10,sbase.me/s/tributei,Tração
EAD Station,AP,MACAPÁ,Educação,B2B,SaaS,2020,1-5,sbase.me/s/ead-station,Tração
AprovaEAD,AP,MACAPÁ,Educação,B2B2C,SaaS,2018,1-5,sbase.me/s/aprovaead,Tração
Karpos Pag,AP,MACAPÁ,Finanças,B2B2C,SaaS,2020,1-5,sbase.me/s/karpos-pag,Operação
Karpos Bank,AP,MACAPÁ,Finanças,B2B2C,SaaS,2020,1-5,sbase.me/s/karpos-bank,Operação
AiA Amiga Digital,AP,MACAPÁ,Varejo / Atacado,B2C,Consumer,2019,1-5,sbase.me/s/aia-amiga-digital,Ideação
S3 TECNOLOGIA,AP,MACAPÁ,Big Data,B2C,SaaS,2003,1-5,sbase.me/s/s3-tecnologia,Ideação
EnergyHELP,AP,MACAPÁ,Energia,B2B2C,Consumer,2017,1-5,sbase.me/s/energyhelp,Ideação
Undobox,SE,ITABAIANA,Varejo / Atacado,B2B,Marketplace,2017,6-10,sbase.me/s/undobox,Tração
Registro Jurídico,SE,SANTA LUZIA DO ITANHY,Direito,P2P,Marketplace,2016,6-10,sbase.me/s/registro-juridico,Operação
